Date,Product,Category,Region,Country,City,Budget,Actuals,Channel,Quarter,Month
2024-10-20,Food Safety Software,Restaurant Services,Asia Pacific,Japan,Osaka,152805,192601,Wholesale,2024-Q4,2024-10
2024-10-20,Kitchen Equipment Solution,Restaurant Services,Asia Pacific,Australia,Gold Coast,137858,111914,Mobile App,2024-Q4,2024-10
2024-10-20,Kitchen Equipment Solution,Premium Foods,North America,Mexico,Juárez,129289,177171,Wholesale,2024-Q4,2024-10
2024-10-20,Organic Produce Box,Restaurant Services,Asia Pacific,Singapore,Central,174304,165954,Retail,2024-Q4,2024-10
2024-10-20,Restaurant POS System,Premium Foods,North America,United States,Chicago,264621,289171,Online,2024-Q4,2024-10
2024-10-20,Specialty Coffee Blend,Restaurant Services,Asia Pacific,Singapore,North,235181,182882,Partner,2024-Q4,2024-10
2024-10-21,Gourmet Food Collection,Premium Foods,North America,United States,Dallas,310011,253401,Partner,2024-Q4,2024-10
2024-10-21,Food Safety Software,Food Technology,North America,Canada,Montreal,96783,113977,Retail,2024-Q4,2024-10
2024-10-21,Food Safety Software,Catering Solutions,Europe,France,Lyon,196460,252769,Online,2024-Q4,2024-10
2024-10-21,Specialty Coffee Blend,Food Technology,Europe,United Kingdom,London,105540,107281,Retail,2024-Q4,2024-10
2024-10-21,Premium Wine Collection,Beverages,Europe,France,Strasbourg,289525,310051,Direct Sales,2024-Q4,2024-10
2024-10-21,Kitchen Equipment Solution,Catering Solutions,Asia Pacific,Japan,Fukuoka,87424,94678,Partner,2024-Q4,2024-10
2024-10-21,Premium Wine Collection,Restaurant Services,North America,Canada,Toronto,139967,172455,Retail,2024-Q4,2024-10
2024-10-21,Craft Beer Selection,Premium Foods,North America,Canada,Winnipeg,87268,108371,Online,2024-Q4,2024-10
2024-10-21,Kitchen Equipment Solution,Catering Solutions,Europe,United Kingdom,Glasgow,123584,171733,Retail,2024-Q4,2024-10
2024-10-21,Organic Produce Box,Beverages,Asia Pacific,Australia,Perth,114592,125184,Partner,2024-Q4,2024-10
2024-10-21,Organic Produce Box,Catering Solutions,North America,Mexico,Guadalajara,351148,487494,Direct Sales,2024-Q4,2024-10
2024-10-21,Food Safety Software,Restaurant Services,Asia Pacific,Japan,Kobe,170792,123960,Direct Sales,2024-Q4,2024-10
2024-10-21,Nutrition Tracking App,Food Technology,North America,Mexico,Mexico City,177938,172900,Direct Sales,2024-Q4,2024-10
2024-10-21,Specialty Coffee Blend,Catering Solutions,North America,Mexico,Juárez,337085,329481,Partner,2024-Q4,2024-10
2024-10-21,Gourmet Food Collection,Restaurant Services,Europe,Germany,Hamburg,352987,272502,Direct Sales,2024-Q4,2024-10
2024-10-21,Artisan Bakery Products,Restaurant Services,Asia Pacific,Singapore,West,88519,67115,Mobile App,2024-Q4,2024-10
2024-10-21,Specialty Coffee Blend,Restaurant Services,Asia Pacific,Japan,Yokohama,93976,79397,Wholesale,2024-Q4,2024-10
2024-10-21,Kitchen Equipment Solution,Premium Foods,Asia Pacific,Japan,Tokyo,193931,223287,Mobile App,2024-Q4,2024-10
2024-10-21,Artisan Bakery Products,Premium Foods,Asia Pacific,Australia,Canberra,152283,168203,Partner,2024-Q4,2024-10
2024-10-21,Kitchen Equipment Solution,Restaurant Services,Asia Pacific,Japan,Tokyo,118132,118356,Wholesale,2024-Q4,2024-10
2024-10-21,Restaurant POS System,Catering Solutions,North America,Mexico,Guadalajara,108899,108399,Partner,2024-Q4,2024-10
2024-10-21,Premium Wine Collection,Restaurant Services,Asia Pacific,Japan,Fukuoka,150772,122887,Retail,2024-Q4,2024-10
2024-10-21,Food Delivery Platform,Restaurant Services,Asia Pacific,Japan,Kobe,200925,180405,Direct Sales,2024-Q4,2024-10
2024-10-21,Gourmet Food Collection,Premium Foods,Europe,United Kingdom,Sheffield,272932,292557,Retail,2024-Q4,2024-10
2024-10-21,Corporate Catering Service,Beverages,North America,Canada,Vancouver,235273,167738,Wholesale,2024-Q4,2024-10
2024-10-21,Organic Produce Box,Premium Foods,North America,Mexico,Zapopan,150267,135049,Wholesale,2024-Q4,2024-10
2024-10-21,Recipe Management System,Premium Foods,North America,United States,Dallas,271787,351391,Retail,2024-Q4,2024-10
2024-10-21,Premium Wine Collection,Food Technology,Asia Pacific,Japan,Kyoto,217749,303252,Partner,2024-Q4,2024-10
2024-10-22,Specialty Coffee Blend,Food Technology,North America,United States,San Diego,423697,559032,Direct Sales,2024-Q4,2024-10
2024-10-22,Restaurant POS System,Food Technology,Europe,United Kingdom,Leeds,325585,440603,Direct Sales,2024-Q4,2024-10
2024-10-22,Food Delivery Platform,Catering Solutions,North America,Mexico,Guadalajara,173913,204646,Wholesale,2024-Q4,2024-10
2024-10-22,Food Safety Software,Food Technology,Asia Pacific,Singapore,Northeast,211789,238646,Direct Sales,2024-Q4,2024-10
2024-10-22,Kitchen Equipment Solution,Restaurant Services,Asia Pacific,Singapore,Northeast,254723,325949,Retail,2024-Q4,2024-10
2024-10-22,Event Catering Package,Catering Solutions,Europe,United Kingdom,Sheffield,280876,232482,Direct Sales,2024-Q4,2024-10
2024-10-22,Premium Wine Collection,Beverages,North America,Canada,Quebec City,194273,187473,Partner,2024-Q4,2024-10
2024-10-22,Organic Produce Box,Premium Foods,Europe,France,Nice,78123,97629,Mobile App,2024-Q4,2024-10
2024-10-22,Kitchen Equipment Solution,Beverages,Asia Pacific,Australia,Canberra,134690,108353,Retail,2024-Q4,2024-10
2024-10-22,Gourmet Food Collection,Beverages,North America,Canada,Calgary,277377,383935,Direct Sales,2024-Q4,2024-10
2024-10-22,Fine Dining Experience,Restaurant Services,North America,Mexico,Nezahualcóyotl,137755,185090,Retail,2024-Q4,2024-10
2024-10-22,Gourmet Food Collection,Food Technology,Asia Pacific,Japan,Saitama,126507,126066,Partner,2024-Q4,2024-10
2024-10-22,Organic Produce Box,Catering Solutions,Asia Pacific,Japan,Kyoto,185941,244803,Retail,2024-Q4,2024-10
2024-10-22,Restaurant POS System,Beverages,North America,Canada,Mississauga,264538,328850,Online,2024-Q4,2024-10
2024-10-22,Premium Wine Collection,Food Technology,Asia Pacific,Japan,Tokyo,106718,112889,Wholesale,2024-Q4,2024-10
2024-10-22,Artisan Bakery Products,Restaurant Services,North America,United States,Philadelphia,82090,71901,Wholesale,2024-Q4,2024-10
2024-10-22,Specialty Coffee Blend,Premium Foods,North America,Mexico,León,132152,153440,Online,2024-Q4,2024-10
2024-10-22,Corporate Catering Service,Premium Foods,Europe,Germany,Dortmund,267772,352910,Mobile App,2024-Q4,2024-10
2024-10-22,Artisan Bakery Products,Catering Solutions,Asia Pacific,Japan,Osaka,182447,180010,Mobile App,2024-Q4,2024-10
2024-10-22,Artisan Bakery Products,Restaurant Services,Europe,Germany,Essen,244893,271304,Wholesale,2024-Q4,2024-10
2024-10-22,Premium Wine Collection,Food Technology,North America,United States,San Antonio,157666,192384,Direct Sales,2024-Q4,2024-10
2024-10-22,Fine Dining Experience,Catering Solutions,North America,Canada,Montreal,140555,105301,Wholesale,2024-Q4,2024-10
2024-10-22,Organic Produce Box,Beverages,Europe,United Kingdom,Edinburgh,135116,94831,Direct Sales,2024-Q4,2024-10
2024-10-22,Kitchen Equipment Solution,Food Technology,North America,United States,Philadelphia,121987,111227,Partner,2024-Q4,2024-10
2024-10-22,Gourmet Food Collection,Beverages,Asia Pacific,Singapore,Northeast,184554,246836,Online,2024-Q4,2024-10
2024-10-22,Restaurant POS System,Restaurant Services,Europe,United Kingdom,Sheffield,178587,183132,Wholesale,2024-Q4,2024-10
2024-10-22,Kitchen Equipment Solution,Food Technology,North America,Mexico,Chihuahua,94749,125504,Wholesale,2024-Q4,2024-10
2024-10-22,Corporate Catering Service,Beverages,Asia Pacific,Australia,Perth,152430,116627,Retail,2024-Q4,2024-10
2024-10-22,Event Catering Package,Catering Solutions,Europe,Germany,Leipzig,242653,225072,Mobile App,2024-Q4,2024-10
2024-10-22,Kitchen Equipment Solution,Beverages,North America,United States,San Diego,92911,118596,Wholesale,2024-Q4,2024-10
2024-10-22,Premium Wine Collection,Beverages,Asia Pacific,Singapore,East,115409,81566,Direct Sales,2024-Q4,2024-10
2024-10-22,Nutrition Tracking App,Premium Foods,North America,United States,Phoenix,183893,152787,Wholesale,2024-Q4,2024-10
2024-10-22,Craft Beer Selection,Food Technology,North America,Canada,Mississauga,136621,139228,Wholesale,2024-Q4,2024-10
2024-10-22,Specialty Coffee Blend,Restaurant Services,North America,Mexico,Juárez,183549,166227,Wholesale,2024-Q4,2024-10
2024-10-22,Organic Produce Box,Premium Foods,Asia Pacific,Australia,Perth,158489,122540,Retail,2024-Q4,2024-10
2024-10-22,Gourmet Food Collection,Beverages,North America,United States,Phoenix,133109,146616,Online,2024-Q4,2024-10
2024-10-22,Artisan Bakery Products,Food Technology,Asia Pacific,Singapore,Central,177768,221291,Partner,2024-Q4,2024-10
2024-10-22,Gourmet Food Collection,Food Technology,Asia Pacific,Japan,Nagoya,120555,86207,Wholesale,2024-Q4,2024-10
2024-10-22,Recipe Management System,Beverages,Asia Pacific,Japan,Osaka,88171,92211,Partner,2024-Q4,2024-10
2024-10-23,Artisan Bakery Products,Premium Foods,Europe,France,Lille,179265,233395,Wholesale,2024-Q4,2024-10
2024-10-23,Craft Beer Selection,Restaurant Services,Asia Pacific,Singapore,Central,93687,99787,Wholesale,2024-Q4,2024-10
2024-10-23,Event Catering Package,Premium Foods,Asia Pacific,Australia,Sunshine Coast,289839,219152,Direct Sales,2024-Q4,2024-10
2024-10-23,Kitchen Equipment Solution,Premium Foods,North America,United States,Houston,280394,209840,Direct Sales,2024-Q4,2024-10
2024-10-23,Kitchen Equipment Solution,Catering Solutions,North America,Canada,Edmonton,126557,111521,Mobile App,2024-Q4,2024-10
2024-10-23,Event Catering Package,Catering Solutions,North America,Canada,Calgary,242662,332936,Online,2024-Q4,2024-10
2024-10-23,Fine Dining Experience,Premium Foods,North America,United States,Dallas,175404,139812,Direct Sales,2024-Q4,2024-10
2024-10-23,Food Safety Software,Beverages,Europe,Germany,Düsseldorf,97177,122696,Mobile App,2024-Q4,2024-10
2024-10-23,Organic Produce Box,Premium Foods,Europe,Germany,Munich,154997,151561,Mobile App,2024-Q4,2024-10
2024-10-23,Corporate Catering Service,Beverages,Europe,France,Nantes,251936,226879,Retail,2024-Q4,2024-10
2024-10-23,Nutrition Tracking App,Restaurant Services,Asia Pacific,Singapore,Northeast,178460,191763,Retail,2024-Q4,2024-10
2024-10-23,Fine Dining Experience,Premium Foods,North America,United States,Houston,317774,340943,Retail,2024-Q4,2024-10
2024-10-23,Corporate Catering Service,Premium Foods,Europe,Germany,Berlin,284663,343640,Partner,2024-Q4,2024-10
2024-10-23,Fine Dining Experience,Food Technology,North America,Mexico,León,106069,123862,Mobile App,2024-Q4,2024-10
2024-10-23,Premium Wine Collection,Restaurant Services,Asia Pacific,Australia,Adelaide,57449,55700,Wholesale,2024-Q4,2024-10
2024-10-23,Gourmet Food Collection,Premium Foods,Europe,Germany,Essen,240262,237046,Direct Sales,2024-Q4,2024-10
2024-10-23,Premium Wine Collection,Food Technology,Asia Pacific,Singapore,Central,126963,111709,Online,2024-Q4,2024-10
2024-10-23,Nutrition Tracking App,Catering Solutions,North America,United States,San Diego,82663,59760,Wholesale,2024-Q4,2024-10
2024-10-23,Recipe Management System,Premium Foods,North America,United States,New York,160475,202772,Wholesale,2024-Q4,2024-10
2024-10-23,Restaurant POS System,Restaurant Services,Asia Pacific,Singapore,Central,70172,58670,Wholesale,2024-Q4,2024-10
2024-10-23,Premium Wine Collection,Catering Solutions,Asia Pacific,Singapore,East,141452,121116,Direct Sales,2024-Q4,2024-10
2024-10-23,Food Delivery Platform,Premium Foods,North America,Canada,Hamilton,205889,224531,Wholesale,2024-Q4,2024-10
2024-10-23,Nutrition Tracking App,Food Technology,Asia Pacific,Singapore,North,152335,203666,Online,2024-Q4,2024-10
2024-10-23,Fine Dining Experience,Catering Solutions,North America,Canada,Calgary,208866,234642,Mobile App,2024-Q4,2024-10
2024-10-23,Recipe Management System,Food Technology,Europe,France,Marseille,182108,240067,Retail,2024-Q4,2024-10
2024-10-23,Event Catering Package,Beverages,North America,Mexico,Nezahualcóyotl,60263,57910,Wholesale,2024-Q4,2024-10
2024-10-23,Restaurant POS System,Beverages,North America,United States,San Diego,108912,119702,Retail,2024-Q4,2024-10
2024-10-23,Craft Beer Selection,Premium Foods,North America,Canada,Winnipeg,159724,139510,Mobile App,2024-Q4,2024-10
2024-10-23,Food Delivery Platform,Catering Solutions,North America,Canada,Vancouver,381801,285580,Direct Sales,2024-Q4,2024-10
2024-10-23,Nutrition Tracking App,Food Technology,North America,Mexico,Puebla,235128,253579,Mobile App,2024-Q4,2024-10
2024-10-23,Premium Wine Collection,Food Technology,Asia Pacific,Japan,Tokyo,199238,255396,Partner,2024-Q4,2024-10
2024-10-23,Corporate Catering Service,Beverages,Asia Pacific,Japan,Kobe,96118,87760,Partner,2024-Q4,2024-10
2024-10-23,Nutrition Tracking App,Restaurant Services,Asia Pacific,Japan,Kobe,66596,85601,Mobile App,2024-Q4,2024-10
2024-10-23,Gourmet Food Collection,Catering Solutions,Asia Pacific,Australia,Perth,67032,49336,Wholesale,2024-Q4,2024-10
2024-10-23,Food Safety Software,Premium Foods,North America,United States,San Jose,100387,74464,Retail,2024-Q4,2024-10
2024-10-23,Food Safety Software,Beverages,Asia Pacific,Singapore,East,187885,151930,Partner,2024-Q4,2024-10
2024-10-23,Specialty Coffee Blend,Premium Foods,North America,Canada,Edmonton,290722,328813,Direct Sales,2024-Q4,2024-10
2024-10-23,Recipe Management System,Restaurant Services,Asia Pacific,Australia,Perth,162578,157799,Direct Sales,2024-Q4,2024-10
2024-10-23,Artisan Bakery Products,Restaurant Services,North America,United States,New York,331052,422416,Retail,2024-Q4,2024-10
2024-10-23,Nutrition Tracking App,Food Technology,North America,Mexico,Chihuahua,273393,291328,Direct Sales,2024-Q4,2024-10
2024-10-23,Gourmet Food Collection,Catering Solutions,Europe,United Kingdom,Birmingham,130175,180343,Direct Sales,2024-Q4,2024-10
2024-10-23,Craft Beer Selection,Restaurant Services,North America,United States,Chicago,266940,366649,Retail,2024-Q4,2024-10
2024-10-24,Event Catering Package,Catering Solutions,North America,United States,Los Angeles,366904,443538,Direct Sales,2024-Q4,2024-10
2024-10-24,Gourmet Food Collection,Food Technology,Europe,United Kingdom,Liverpool,240723,208831,Online,2024-Q4,2024-10
2024-10-24,Food Safety Software,Food Technology,North America,United States,New York,196430,270193,Mobile App,2024-Q4,2024-10
2024-10-24,Specialty Coffee Blend,Beverages,North America,United States,Philadelphia,87966,107511,Wholesale,2024-Q4,2024-10
2024-10-24,Gourmet Food Collection,Catering Solutions,Europe,United Kingdom,Cardiff,66517,71398,Wholesale,2024-Q4,2024-10
2024-10-24,Event Catering Package,Beverages,Europe,United Kingdom,Leeds,217986,276524,Partner,2024-Q4,2024-10
2024-10-24,Recipe Management System,Premium Foods,Europe,France,Nice,108688,109216,Wholesale,2024-Q4,2024-10
2024-10-24,Craft Beer Selection,Premium Foods,North America,United States,San Jose,253376,340921,Partner,2024-Q4,2024-10
2024-10-24,Gourmet Food Collection,Restaurant Services,North America,Mexico,Zapopan,381288,318420,Direct Sales,2024-Q4,2024-10
2024-10-24,Recipe Management System,Catering Solutions,North America,Canada,Quebec City,161375,213672,Online,2024-Q4,2024-10
2024-10-24,Kitchen Equipment Solution,Catering Solutions,Europe,Germany,Leipzig,355683,429382,Retail,2024-Q4,2024-10
2024-10-24,Event Catering Package,Premium Foods,Asia Pacific,Australia,Sunshine Coast,116292,84154,Online,2024-Q4,2024-10
2024-10-24,Gourmet Food Collection,Catering Solutions,North America,United States,San Diego,347780,419509,Direct Sales,2024-Q4,2024-10
2024-10-24,Event Catering Package,Food Technology,Europe,France,Lille,226221,169728,Online,2024-Q4,2024-10
2024-10-24,Nutrition Tracking App,Catering Solutions,Europe,France,Bordeaux,186038,204555,Wholesale,2024-Q4,2024-10
2024-10-24,Restaurant POS System,Food Technology,Asia Pacific,Singapore,Central,259791,230818,Direct Sales,2024-Q4,2024-10
2024-10-24,Restaurant POS System,Food Technology,Asia Pacific,Japan,Kyoto,179510,234590,Retail,2024-Q4,2024-10
2024-10-24,Recipe Management System,Premium Foods,Asia Pacific,Australia,Adelaide,72944,66110,Wholesale,2024-Q4,2024-10
2024-10-24,Organic Produce Box,Catering Solutions,North America,Mexico,Juárez,244159,300402,Online,2024-Q4,2024-10
2024-10-24,Craft Beer Selection,Restaurant Services,Asia Pacific,Australia,Brisbane,135494,137759,Direct Sales,2024-Q4,2024-10
2024-10-24,Recipe Management System,Catering Solutions,Asia Pacific,Singapore,North,226684,174399,Retail,2024-Q4,2024-10
2024-10-24,Recipe Management System,Food Technology,Europe,Germany,Düsseldorf,154793,127653,Retail,2024-Q4,2024-10
2024-10-24,Food Safety Software,Premium Foods,Asia Pacific,Australia,Newcastle,65359,62885,Wholesale,2024-Q4,2024-10
2024-10-24,Artisan Bakery Products,Beverages,Europe,Germany,Stuttgart,103780,123109,Retail,2024-Q4,2024-10
2024-10-24,Artisan Bakery Products,Catering Solutions,North America,United States,Houston,106788,131833,Wholesale,2024-Q4,2024-10
2024-10-24,Kitchen Equipment Solution,Catering Solutions,Europe,United Kingdom,Sheffield,70471,96816,Retail,2024-Q4,2024-10
2024-10-24,Premium Wine Collection,Premium Foods,Asia Pacific,Singapore,Northeast,173437,200531,Partner,2024-Q4,2024-10
2024-10-24,Event Catering Package,Restaurant Services,North America,United States,San Antonio,79671,91052,Wholesale,2024-Q4,2024-10
2024-10-24,Corporate Catering Service,Restaurant Services,Europe,Germany,Cologne,255700,218300,Mobile App,2024-Q4,2024-10
2024-10-24,Organic Produce Box,Restaurant Services,Asia Pacific,Japan,Osaka,55926,40499,Mobile App,2024-Q4,2024-10
2024-10-24,Nutrition Tracking App,Catering Solutions,North America,Canada,Mississauga,286823,380486,Online,2024-Q4,2024-10
2024-10-24,Craft Beer Selection,Restaurant Services,North America,Mexico,Puebla,202370,270450,Direct Sales,2024-Q4,2024-10
2024-10-24,Food Safety Software,Catering Solutions,Europe,Germany,Düsseldorf,230586,198952,Online,2024-Q4,2024-10
2024-10-24,Event Catering Package,Restaurant Services,North America,United States,Chicago,306141,382861,Retail,2024-Q4,2024-10
2024-10-24,Event Catering Package,Food Technology,Asia Pacific,Australia,Canberra,104474,124806,Wholesale,2024-Q4,2024-10
2024-10-24,Organic Produce Box,Food Technology,Asia Pacific,Japan,Sapporo,102870,111427,Direct Sales,2024-Q4,2024-10
2024-10-24,Premium Wine Collection,Beverages,Asia Pacific,Australia,Perth,50095,43379,Wholesale,2024-Q4,2024-10
2024-10-24,Recipe Management System,Premium Foods,Asia Pacific,Australia,Sunshine Coast,91995,108133,Partner,2024-Q4,2024-10
2024-10-24,Artisan Bakery Products,Food Technology,North America,Canada,Winnipeg,162164,122413,Online,2024-Q4,2024-10
2024-10-24,Food Safety Software,Catering Solutions,Asia Pacific,Singapore,West,124776,146369,Direct Sales,2024-Q4,2024-10
2024-10-24,Event Catering Package,Restaurant Services,Asia Pacific,Japan,Saitama,191587,235526,Retail,2024-Q4,2024-10
2024-10-24,Recipe Management System,Catering Solutions,Europe,Germany,Leipzig,252464,285073,Direct Sales,2024-Q4,2024-10
2024-10-24,Nutrition Tracking App,Catering Solutions,North America,Canada,Vancouver,134479,180283,Partner,2024-Q4,2024-10
2024-10-24,Restaurant POS System,Beverages,Asia Pacific,Singapore,Central,74346,101002,Direct Sales,2024-Q4,2024-10
2024-10-24,Specialty Coffee Blend,Catering Solutions,Europe,United Kingdom,Edinburgh,151472,170427,Mobile App,2024-Q4,2024-10
2024-10-24,Nutrition Tracking App,Beverages,North America,Mexico,León,145795,169018,Online,2024-Q4,2024-10
2024-10-24,Food Safety Software,Premium Foods,Asia Pacific,Australia,Melbourne,135594,127985,Wholesale,2024-Q4,2024-10
2024-10-24,Organic Produce Box,Premium Foods,North America,Canada,Calgary,147454,188295,Wholesale,2024-Q4,2024-10
2024-10-25,Artisan Bakery Products,Catering Solutions,Asia Pacific,Singapore,Central,192526,161306,Retail,2024-Q4,2024-10
2024-10-25,Specialty Coffee Blend,Food Technology,Europe,France,Lyon,223973,171753,Retail,2024-Q4,2024-10
2024-10-25,Corporate Catering Service,Beverages,Europe,Germany,Dortmund,244594,207035,Retail,2024-Q4,2024-10
2024-10-25,Premium Wine Collection,Premium Foods,Europe,Germany,Frankfurt,55922,70089,Wholesale,2024-Q4,2024-10
2024-10-25,Event Catering Package,Food Technology,Asia Pacific,Japan,Sapporo,177754,197994,Mobile App,2024-Q4,2024-10
2024-10-25,Restaurant POS System,Catering Solutions,Europe,Germany,Munich,167228,153485,Online,2024-Q4,2024-10
2024-10-25,Specialty Coffee Blend,Catering Solutions,North America,United States,New York,303383,282710,Retail,2024-Q4,2024-10
2024-10-25,Fine Dining Experience,Catering Solutions,Europe,France,Toulouse,179042,249789,Online,2024-Q4,2024-10
2024-10-25,Event Catering Package,Food Technology,Europe,United Kingdom,Glasgow,180120,216123,Retail,2024-Q4,2024-10
2024-10-25,Restaurant POS System,Restaurant Services,Europe,United Kingdom,Edinburgh,228880,172705,Mobile App,2024-Q4,2024-10
2024-10-25,Organic Produce Box,Restaurant Services,Asia Pacific,Australia,Gold Coast,187740,196471,Partner,2024-Q4,2024-10
2024-10-25,Premium Wine Collection,Restaurant Services,North America,United States,Philadelphia,243833,228840,Mobile App,2024-Q4,2024-10
2024-10-25,Event Catering Package,Premium Foods,Asia Pacific,Singapore,East,136209,99980,Direct Sales,2024-Q4,2024-10
2024-10-25,Restaurant POS System,Restaurant Services,Asia Pacific,Singapore,West,179212,129233,Online,2024-Q4,2024-10
2024-10-25,Event Catering Package,Restaurant Services,Europe,United Kingdom,Leeds,198378,247096,Wholesale,2024-Q4,2024-10
2024-10-25,Kitchen Equipment Solution,Restaurant Services,North America,Canada,Vancouver,313495,292927,Retail,2024-Q4,2024-10
2024-10-25,Craft Beer Selection,Catering Solutions,Europe,United Kingdom,Leeds,164505,139876,Partner,2024-Q4,2024-10
2024-10-25,Kitchen Equipment Solution,Premium Foods,Europe,Germany,Cologne,156680,185064,Retail,2024-Q4,2024-10
2024-10-25,Food Delivery Platform,Restaurant Services,Europe,Germany,Munich,196126,265691,Retail,2024-Q4,2024-10
2024-10-25,Restaurant POS System,Food Technology,North America,United States,Philadelphia,183078,232298,Partner,2024-Q4,2024-10
2024-10-25,Craft Beer Selection,Premium Foods,Europe,Germany,Hamburg,109413,85040,Partner,2024-Q4,2024-10
2024-10-25,Recipe Management System,Premium Foods,Europe,Germany,Stuttgart,233749,187846,Mobile App,2024-Q4,2024-10
2024-10-25,Food Delivery Platform,Beverages,Europe,France,Marseille,193402,199315,Mobile App,2024-Q4,2024-10
2024-10-25,Premium Wine Collection,Food Technology,Europe,France,Nantes,183777,237563,Direct Sales,2024-Q4,2024-10
2024-10-25,Food Safety Software,Restaurant Services,North America,United States,San Diego,205055,263688,Online,2024-Q4,2024-10
2024-10-25,Nutrition Tracking App,Beverages,Europe,Germany,Berlin,103893,112091,Mobile App,2024-Q4,2024-10
2024-10-25,Kitchen Equipment Solution,Premium Foods,Asia Pacific,Singapore,West,68354,51919,Online,2024-Q4,2024-10
2024-10-25,Corporate Catering Service,Catering Solutions,Asia Pacific,Singapore,East,140331,151310,Partner,2024-Q4,2024-10
2024-10-25,Restaurant POS System,Premium Foods,North America,Canada,Montreal,114176,129485,Direct Sales,2024-Q4,2024-10
2024-10-25,Recipe Management System,Food Technology,Asia Pacific,Australia,Canberra,155285,171075,Partner,2024-Q4,2024-10
2024-10-25,Restaurant POS System,Restaurant Services,North America,Canada,Toronto,79932,76129,Mobile App,2024-Q4,2024-10
2024-10-25,Nutrition Tracking App,Premium Foods,Asia Pacific,Singapore,West,136160,159760,Online,2024-Q4,2024-10
2024-10-25,Premium Wine Collection,Food Technology,Europe,France,Marseille,233309,251390,Partner,2024-Q4,2024-10
2024-10-25,Recipe Management System,Beverages,North America,United States,Phoenix,82819,61867,Retail,2024-Q4,2024-10
2024-10-25,Fine Dining Experience,Food Technology,Europe,United Kingdom,Manchester,182173,131712,Wholesale,2024-Q4,2024-10
2024-10-25,Restaurant POS System,Premium Foods,Asia Pacific,Australia,Canberra,119265,147411,Partner,2024-Q4,2024-10
2024-10-25,Event Catering Package,Beverages,Asia Pacific,Japan,Saitama,194315,227843,Online,2024-Q4,2024-10
2024-10-25,Premium Wine Collection,Premium Foods,Europe,United Kingdom,Manchester,246395,273806,Direct Sales,2024-Q4,2024-10
2024-10-25,Nutrition Tracking App,Restaurant Services,Asia Pacific,Singapore,Northeast,172826,219975,Online,2024-Q4,2024-10
2024-10-25,Food Delivery Platform,Premium Foods,North America,Canada,Toronto,108990,120938,Wholesale,2024-Q4,2024-10
2024-10-25,Fine Dining Experience,Restaurant Services,North America,Canada,Ottawa,230305,183803,Retail,2024-Q4,2024-10
2024-10-25,Kitchen Equipment Solution,Beverages,North America,Canada,Quebec City,104481,138399,Mobile App,2024-Q4,2024-10
2024-10-25,Event Catering Package,Catering Solutions,Asia Pacific,Singapore,Northeast,140883,150321,Mobile App,2024-Q4,2024-10
2024-10-25,Specialty Coffee Blend,Beverages,Europe,France,Marseille,181768,219113,Online,2024-Q4,2024-10
2024-10-26,Artisan Bakery Products,Beverages,North America,Canada,Montreal,218751,213674,Retail,2024-Q4,2024-10
2024-10-26,Artisan Bakery Products,Food Technology,North America,Canada,Toronto,102559,95460,Retail,2024-Q4,2024-10
2024-10-26,Food Safety Software,Restaurant Services,Asia Pacific,Australia,Sunshine Coast,75834,82412,Online,2024-Q4,2024-10
2024-10-26,Corporate Catering Service,Restaurant Services,Europe,Germany,Dortmund,159804,174494,Online,2024-Q4,2024-10
2024-10-26,Fine Dining Experience,Premium Foods,North America,Mexico,Mexico City,270209,252327,Online,2024-Q4,2024-10
2024-10-26,Craft Beer Selection,Catering Solutions,Asia Pacific,Singapore,Northeast,216320,297389,Retail,2024-Q4,2024-10
2024-10-26,Gourmet Food Collection,Food Technology,Asia Pacific,Australia,Sydney,150069,130267,Retail,2024-Q4,2024-10
2024-10-26,Corporate Catering Service,Premium Foods,North America,Canada,Calgary,133510,165749,Wholesale,2024-Q4,2024-10
2024-10-26,Food Safety Software,Premium Foods,North America,Canada,Calgary,157387,166180,Wholesale,2024-Q4,2024-10
2024-10-26,Event Catering Package,Beverages,Europe,United Kingdom,Manchester,245961,203826,Online,2024-Q4,2024-10
2024-10-26,Craft Beer Selection,Beverages,Asia Pacific,Australia,Sunshine Coast,136728,108552,Wholesale,2024-Q4,2024-10
2024-10-26,Nutrition Tracking App,Restaurant Services,Asia Pacific,Australia,Canberra,56960,71047,Online,2024-Q4,2024-10
2024-10-26,Recipe Management System,Beverages,North America,Mexico,Guadalajara,209758,184541,Mobile App,2024-Q4,2024-10
2024-10-26,Fine Dining Experience,Premium Foods,Europe,France,Nice,138931,138255,Partner,2024-Q4,2024-10
2024-10-26,Premium Wine Collection,Food Technology,North America,Mexico,Guadalajara,133145,171289,Online,2024-Q4,2024-10
2024-10-26,Premium Wine Collection,Catering Solutions,Asia Pacific,Australia,Canberra,101825,104696,Partner,2024-Q4,2024-10
2024-10-26,Recipe Management System,Restaurant Services,Asia Pacific,Australia,Perth,141175,191961,Online,2024-Q4,2024-10
2024-10-26,Restaurant POS System,Food Technology,North America,Canada,Quebec City,187887,187135,Mobile App,2024-Q4,2024-10
2024-10-26,Restaurant POS System,Beverages,Europe,Germany,Hamburg,211752,236693,Mobile App,2024-Q4,2024-10
2024-10-26,Corporate Catering Service,Restaurant Services,North America,United States,Los Angeles,324450,333591,Direct Sales,2024-Q4,2024-10
